,BIT_DEPTH,RATE_OF_PENETRATION,HOOK_LOAD,DIFFERENTIAL_PRESSURE,WEIGHT_ON_BIT,DRILL_BIT_ID,DRILL_BIT_NAME,Asteroid
68,294.51,396.5,61.8,290.0,10.79,1,Apollo,5
69,295.07,432.0,60.4,311.0,12.18,1,Apollo,5
70,296.55,380.6,57.8,310.0,15.77,1,Apollo,5
71,299.09,265.9,62.5,308.0,9.55,1,Apollo,5
72,300.64,363.1,62.0,322.0,11.32,1,Apollo,5
73,301.22,439.9,63.4,351.0,10.57,1,Apollo,5
74,302.75,419.5,62.1,276.0,11.71,1,Apollo,5
75,303.13,456.6,62.5,280.0,10.74,1,Apollo,5
76,304.07,421.7,62.5,343.0,11.58,1,Apollo,5
77,305.06,443.8,63.3,311.0,12.03,1,Apollo,5
78,306.02,432.7,62.7,348.0,11.01,1,Apollo,5
79,307.01,419.6,62.8,338.0,10.48,1,Apollo,5
80,308.38,442.6,62.3,310.0,10.24,1,Apollo,5
81,309.09,416.2,58.0,488.0,14.72,1,Apollo,5
82,310.69,431.5,62.1,399.0,12.43,1,Apollo,5
83,311.09,422.6,63.5,427.0,10.62,1,Apollo,5
84,312.61,466.7,62.4,496.0,13.03,1,Apollo,5
85,313.12,451.3,62.5,435.0,13.61,1,Apollo,5
86,314.5,370.9,59.0,499.0,14.6,1,Apollo,5
87,315.07,395.7,63.6,478.0,9.96,1,Apollo,5
88,316.88,329.6,63.6,394.0,11.38,1,Apollo,5
89,317.08,379.2,65.0,403.0,7.15,1,Apollo,5
90,318.55,425.7,65.6,363.0,15.62,1,Apollo,5
91,320.65,278.3,62.3,484.0,13.73,1,Apollo,5
92,321.12,340.8,58.2,323.0,12.53,1,Apollo,5
93,322.56,320.1,58.3,314.0,13.32,1,Apollo,5
94,323.09,374.8,61.9,405.0,11.99,1,Apollo,5
95,324.58,409.5,62.7,457.0,13.0,1,Apollo,5
96,325.13,411.1,60.8,411.0,11.78,1,Apollo,5
97,326.56,376.8,59.2,497.0,13.57,1,Apollo,5
98,327.11,417.8,60.2,535.0,12.87,1,Apollo,5
99,328.64,433.8,60.4,474.0,11.94,1,Apollo,5
100,329.01,426.0,62.1,411.0,9.77,1,Apollo,5
101,330.32,420.0,64.6,395.0,8.36,1,Apollo,5
102,331.09,429.4,64.6,330.0,8.25,1,Apollo,5
103,331.68,469.5,64.3,311.0,8.24,1,Apollo,5
104,333.08,428.3,66.0,331.0,6.53,1,Apollo,5
105,334.56,275.9,60.1,498.0,11.64,1,Apollo,5
106,336.52,396.1,64.3,515.0,8.23,1,Apollo,5
107,337.14,420.1,60.1,468.0,12.76,1,Apollo,5
108,338.52,468.8,63.8,432.0,9.47,1,Apollo,5
109,340.51,430.5,59.2,379.0,11.99,1,Apollo,5
110,341.12,462.3,57.7,483.0,15.03,1,Apollo,5
111,342.59,382.5,58.7,520.0,17.26,1,Apollo,5
112,343.09,319.1,59.1,472.0,19.41,1,Apollo,5
113,344.69,321.7,63.1,512.0,10.12,1,Apollo,5
114,345.32,406.3,63.4,413.0,8.16,1,Apollo,5
115,346.57,464.3,59.4,502.0,11.67,1,Apollo,5
116,347.17,482.5,59.1,432.0,13.53,1,Apollo,5
117,348.51,211.7,57.5,471.0,15.84,1,Apollo,5
118,349.18,266.9,62.9,351.0,9.88,1,Apollo,5
119,350.67,481.4,60.1,503.0,10.06,1,Apollo,5
120,351.1,507.9,59.9,519.0,12.23,1,Apollo,5
121,352.58,472.9,64.6,497.0,9.09,1,Apollo,5
122,353.01,469.4,62.6,398.0,11.8,1,Apollo,5
123,356.03,233.1,62.2,412.0,11.34,1,Apollo,5
124,358.54,303.9,59.8,479.0,13.53,1,Apollo,5
125,359.03,329.2,53.9,435.0,15.02,1,Apollo,5
126,360.52,323.0,56.4,472.0,13.92,1,Apollo,5
127,361.13,333.8,55.3,534.0,12.87,1,Apollo,5
128,362.57,401.1,57.5,614.0,15.59,1,Apollo,5
129,363.16,406.9,59.0,524.0,10.95,1,Apollo,5
130,364.56,100.7,75.8,125.0,4.45,1,Apollo,5
131,365.0,141.0,73.4,275.0,9.44,1,Apollo,5
132,366.55,393.3,68.6,346.0,10.86,1,Apollo,5
133,367.14,429.7,69.9,461.0,13.56,1,Apollo,5
134,368.51,475.5,66.6,474.0,13.76,1,Apollo,5
135,370.1,466.1,65.0,497.0,18.06,1,Apollo,5
136,372.59,206.6,64.4,295.0,12.34,1,Apollo,5
137,373.23,255.7,67.3,390.0,13.09,1,Apollo,5
138,374.52,256.1,62.8,376.0,14.39,1,Apollo,5
140,376.59,314.7,65.1,467.0,16.84,1,Apollo,5
141,378.51,422.6,60.6,440.0,17.61,1,Apollo,5
142,379.04,215.4,60.8,233.0,21.02,1,Apollo,5
143,380.6,295.0,69.3,412.0,12.61,1,Apollo,5
144,381.19,437.3,63.5,391.0,12.68,1,Apollo,5
145,382.69,461.6,69.0,471.0,11.68,1,Apollo,5
146,383.11,522.8,67.6,356.0,12.04,1,Apollo,5
147,384.5,462.5,69.1,514.0,13.98,1,Apollo,5
148,385.02,374.2,62.8,451.0,22.15,1,Apollo,5
149,386.13,362.5,68.4,477.0,13.87,1,Apollo,5
150,388.51,501.7,66.1,364.0,12.82,1,Apollo,5
151,389.1,430.2,65.2,439.0,15.02,1,Apollo,5
152,390.51,367.0,58.6,341.0,18.38,1,Apollo,5
153,391.01,307.9,60.0,375.0,18.61,1,Apollo,5
154,392.55,407.2,66.0,491.0,13.98,1,Apollo,5
155,393.21,370.0,64.5,458.0,13.33,1,Apollo,5
156,394.61,356.4,65.7,483.0,13.94,1,Apollo,5
157,395.12,354.4,65.8,354.0,17.94,1,Apollo,5
158,396.06,386.0,64.4,463.0,14.07,1,Apollo,5
159,397.02,434.4,64.9,503.0,14.26,1,Apollo,5
160,398.5,260.2,59.5,425.0,17.88,1,Apollo,5
161,399.02,260.5,62.2,368.0,17.24,1,Apollo,5
162,400.68,408.4,65.1,474.0,14.51,1,Apollo,5
163,401.06,425.5,63.3,544.0,13.84,1,Apollo,5
164,402.68,386.9,66.4,457.0,10.66,1,Apollo,5
165,403.03,423.3,64.5,534.0,14.37,1,Apollo,5
166,404.65,405.1,65.5,421.0,13.81,1,Apollo,5
167,405.02,423.8,63.1,435.0,16.36,1,Apollo,5
168,406.58,190.6,66.1,379.0,11.13,1,Apollo,5
169,407.13,265.1,70.0,440.0,11.85,1,Apollo,5
170,408.65,404.0,65.1,431.0,14.86,1,Apollo,5
171,409.0,359.8,58.4,400.0,20.23,1,Apollo,5
172,410.54,341.4,65.6,412.0,13.01,1,Apollo,5
173,411.14,395.6,60.8,438.0,13.75,1,Apollo,5
174,412.59,455.1,65.2,455.0,13.94,1,Apollo,5
176,414.65,445.2,65.2,489.0,13.4,1,Apollo,5
177,416.51,255.4,66.2,440.0,11.13,1,Apollo,5
178,418.61,379.8,67.9,423.0,13.51,1,Apollo,5
179,419.15,436.3,63.4,386.0,11.78,1,Apollo,5
180,420.54,404.5,65.5,429.0,11.83,1,Apollo,5
181,421.0,413.4,64.8,495.0,13.79,1,Apollo,5
182,422.61,350.6,64.3,477.0,13.32,1,Apollo,5
183,423.15,431.6,59.0,415.0,16.23,1,Apollo,5
184,424.57,300.6,63.1,479.0,12.05,1,Apollo,5
185,425.07,346.8,61.4,515.0,13.87,1,Apollo,5
186,426.54,417.3,60.4,463.0,15.97,1,Apollo,5
187,427.03,389.6,63.4,533.0,18.98,1,Apollo,5
188,428.01,383.4,58.8,460.0,18.08,1,Apollo,5
189,429.02,309.5,62.4,531.0,14.33,1,Apollo,5
190,430.53,361.6,60.9,456.0,16.06,1,Apollo,5
191,431.12,350.2,59.7,517.0,15.88,1,Apollo,5
192,432.56,345.3,63.9,529.0,12.6,1,Apollo,5
193,433.08,379.6,62.6,572.0,16.57,1,Apollo,5
194,434.61,297.4,62.6,499.0,13.84,1,Apollo,5
195,435.06,300.1,61.3,525.0,14.17,1,Apollo,5
196,436.07,346.4,60.7,613.0,14.47,1,Apollo,5
197,437.26,344.1,64.3,513.0,15.41,1,Apollo,5
198,437.58,341.7,60.6,475.0,17.44,1,Apollo,5
199,440.62,403.8,62.2,578.0,15.51,1,Apollo,5
200,441.13,410.4,60.7,560.0,16.74,1,Apollo,5
201,442.13,310.4,61.8,481.0,11.87,1,Apollo,5
202,443.06,438.0,62.0,548.0,15.62,1,Apollo,5
203,444.51,310.2,63.2,490.0,12.87,1,Apollo,5
204,445.11,438.0,62.3,498.0,13.9,1,Apollo,5
205,446.61,349.0,58.6,441.0,15.94,1,Apollo,5
206,447.07,352.8,52.3,520.0,19.49,1,Apollo,5
207,448.8,374.1,61.7,460.0,12.35,1,Apollo,5
208,450.68,407.7,63.3,565.0,12.71,1,Apollo,5
209,451.16,229.9,88.5,146.0,-1.11,1,Apollo,5
210,452.56,256.7,77.8,386.0,10.72,1,Apollo,5
211,453.03,307.4,76.0,438.0,13.31,1,Apollo,5
212,454.61,316.0,76.2,543.0,11.21,1,Apollo,5
213,455.19,381.4,74.8,417.0,12.4,1,Apollo,5
214,456.61,317.4,73.0,460.0,17.46,1,Apollo,5
215,457.09,309.0,71.4,521.0,18.05,1,Apollo,5
216,458.59,370.6,68.3,354.0,16.55,1,Apollo,5
217,459.02,360.3,66.7,371.0,22.73,1,Apollo,5
218,460.61,412.6,68.9,417.0,15.83,1,Apollo,5
219,461.06,522.0,70.4,364.0,18.05,1,Apollo,5
220,462.59,267.5,72.3,481.0,14.89,1,Apollo,5
221,464.76,336.3,70.4,437.0,16.29,1,Apollo,5
222,465.13,322.6,73.4,446.0,17.39,1,Apollo,5
223,465.56,391.3,69.5,481.0,15.8,1,Apollo,5
224,467.16,478.6,69.4,560.0,17.79,1,Apollo,5
225,468.6,494.0,67.4,525.0,18.72,1,Apollo,5
226,469.01,485.5,69.0,603.0,19.74,1,Apollo,5
227,470.8,370.9,65.7,591.0,21.98,1,Apollo,5
228,471.1,387.4,67.1,585.0,19.33,1,Apollo,5
229,472.09,350.6,70.6,684.0,18.36,1,Apollo,5
230,474.59,309.6,66.2,562.0,18.54,1,Apollo,5
231,475.09,351.4,67.7,557.0,22.26,1,Apollo,5
232,476.8,370.6,69.6,664.0,18.03,1,Apollo,5
233,477.1,370.3,63.0,505.0,22.05,1,Apollo,5
234,478.53,259.4,67.4,460.0,17.92,1,Apollo,5
235,479.09,321.9,67.4,444.0,18.31,1,Apollo,5
236,480.63,473.6,63.7,486.0,23.53,1,Apollo,5
237,481.15,363.9,71.5,572.0,18.51,1,Apollo,5
238,482.0,386.9,66.7,590.0,20.91,1,Apollo,5
239,483.06,395.7,66.9,403.0,20.01,1,Apollo,5
240,484.59,394.6,67.2,479.0,18.43,1,Apollo,5
241,485.19,404.0,74.4,429.0,10.5,1,Apollo,5
242,486.02,493.1,70.8,475.0,18.31,1,Apollo,5
243,488.73,462.0,68.9,550.0,16.11,1,Apollo,5
244,489.36,466.9,69.3,558.0,14.58,1,Apollo,5
245,490.58,453.4,65.2,482.0,20.08,1,Apollo,5
246,491.08,456.0,64.5,549.0,17.22,1,Apollo,5
247,492.61,412.7,67.1,449.0,18.19,1,Apollo,5
248,493.05,395.4,65.6,471.0,18.33,1,Apollo,5
249,494.54,336.2,65.8,560.0,22.33,1,Apollo,5
250,495.01,339.2,69.4,616.0,19.02,1,Apollo,5
251,496.56,438.3,63.7,469.0,22.09,1,Apollo,5
252,498.56,291.9,66.3,600.0,22.35,1,Apollo,5
253,500.58,374.6,63.9,624.0,20.59,1,Apollo,5
254,501.05,373.5,60.3,580.0,19.01,1,Apollo,5
255,502.55,390.4,60.5,613.0,23.23,1,Apollo,5
256,503.0,367.0,66.6,485.0,17.19,1,Apollo,5
257,504.5,323.6,69.2,639.0,26.38,1,Apollo,5
258,505.07,302.7,66.7,589.0,24.58,1,Apollo,5
259,506.51,395.7,65.5,578.0,17.29,1,Apollo,5
260,507.01,439.7,66.0,627.0,20.72,1,Apollo,5
261,508.59,425.0,66.9,548.0,16.81,1,Apollo,5
262,510.66,496.0,64.1,579.0,16.35,1,Apollo,5
263,511.23,446.5,64.8,520.0,15.83,1,Apollo,5
264,512.18,431.0,66.7,624.0,16.07,1,Apollo,5
265,513.01,463.0,67.2,565.0,15.72,1,Apollo,5
266,514.6,446.5,64.4,624.0,21.56,1,Apollo,5
267,515.16,398.9,63.3,514.0,20.22,1,Apollo,5
268,516.62,403.5,66.9,585.0,18.3,1,Apollo,5
269,517.03,456.0,71.1,516.0,12.36,1,Apollo,5
270,518.61,395.1,61.3,484.0,17.99,1,Apollo,5
271,519.14,350.1,66.1,490.0,20.57,1,Apollo,5
272,520.72,347.6,62.8,526.0,18.73,1,Apollo,5
273,521.1,388.3,61.0,541.0,22.93,1,Apollo,5
274,522.85,449.6,66.8,489.0,16.78,1,Apollo,5
275,523.41,414.1,63.2,460.0,19.01,1,Apollo,5
276,524.62,460.0,71.1,473.0,10.51,1,Apollo,5
277,525.07,387.2,70.2,592.0,18.67,1,Apollo,5
278,526.5,335.9,61.4,546.0,20.31,1,Apollo,5
279,527.08,268.7,66.7,608.0,26.29,1,Apollo,5
280,528.71,263.1,63.7,577.0,23.11,1,Apollo,5
281,529.0,247.9,65.1,525.0,18.91,1,Apollo,5
282,530.55,236.3,58.0,453.0,24.31,1,Apollo,5
283,531.06,243.1,63.2,489.0,20.02,1,Apollo,5
284,533.27,373.2,66.8,465.0,15.29,1,Apollo,5
285,534.59,404.3,63.2,542.0,19.97,1,Apollo,5
286,535.31,400.1,63.3,517.0,17.94,1,Apollo,5
287,536.5,105.8,93.9,-11.0,4.7,1,Apollo,5
288,537.06,193.6,82.8,441.0,10.31,1,Apollo,5
289,538.68,461.5,75.6,426.0,16.77,1,Apollo,5
290,539.1,456.7,73.6,565.0,18.55,1,Apollo,5
291,540.55,468.1,73.7,550.0,19.68,1,Apollo,5
292,541.16,490.1,72.0,452.0,20.69,1,Apollo,5
293,542.58,507.1,76.3,539.0,18.27,1,Apollo,5
294,543.0,487.6,69.5,445.0,20.9,1,Apollo,5
295,544.73,427.3,70.8,525.0,18.35,1,Apollo,5
296,545.09,415.0,74.8,537.0,15.67,1,Apollo,5
297,546.65,398.5,68.7,445.0,21.63,1,Apollo,5
298,547.04,346.1,75.0,624.0,22.45,1,Apollo,5
299,548.56,215.7,64.4,446.0,25.04,1,Apollo,5
300,549.0,200.3,72.3,412.0,21.52,1,Apollo,5
301,550.5,476.3,70.6,425.0,19.93,1,Apollo,5
302,551.04,455.0,76.0,547.0,19.48,1,Apollo,5
303,552.55,381.0,69.6,537.0,18.14,1,Apollo,5
304,553.05,399.2,66.2,412.0,24.08,1,Apollo,5
305,554.63,340.5,62.7,425.0,25.71,1,Apollo,5
306,555.16,338.2,69.0,538.0,24.92,1,Apollo,5
307,556.52,413.2,66.4,616.0,23.92,1,Apollo,5
308,557.15,366.4,71.1,519.0,18.99,1,Apollo,5
309,558.64,392.9,57.7,419.0,31.77,1,Apollo,5
310,559.1,293.0,70.5,610.0,18.72,1,Apollo,5
311,560.51,359.4,75.4,416.0,24.07,1,Apollo,5
312,561.03,326.3,76.9,568.0,16.6,1,Apollo,5
313,562.51,487.4,69.2,596.0,20.85,1,Apollo,5
314,563.0,457.0,69.4,593.0,23.53,1,Apollo,5
315,564.68,435.9,71.3,578.0,20.15,1,Apollo,5
316,565.05,429.1,65.7,558.0,22.51,1,Apollo,5
317,566.67,435.2,76.2,539.0,19.22,1,Apollo,5
318,568.67,487.1,77.0,444.0,13.83,1,Apollo,5
319,569.11,494.6,76.8,472.0,13.47,1,Apollo,5
320,570.79,485.6,76.3,429.0,19.03,1,Apollo,5
321,571.0,517.9,69.1,474.0,21.63,1,Apollo,5
322,572.6,473.7,74.1,422.0,16.78,1,Apollo,5
323,573.05,515.5,76.4,436.0,17.69,1,Apollo,5
324,574.66,414.5,68.5,386.0,18.5,1,Apollo,5
325,575.11,442.7,72.7,548.0,16.41,1,Apollo,5
326,576.57,459.4,71.7,510.0,15.68,1,Apollo,5
327,577.2,449.3,68.5,581.0,20.64,1,Apollo,5
328,578.61,581.4,73.9,378.0,10.59,1,Apollo,5
329,579.0,552.0,76.4,576.0,17.94,1,Apollo,5
330,580.64,533.7,75.2,546.0,21.7,1,Apollo,5
331,581.07,545.3,74.2,683.0,15.77,1,Apollo,5
332,582.71,352.7,72.3,684.0,19.1,1,Apollo,5
333,583.23,290.1,77.2,680.0,15.08,1,Apollo,5
334,584.7,308.2,64.0,538.0,24.69,1,Apollo,5
335,585.0,350.2,72.6,554.0,18.13,1,Apollo,5
336,586.63,507.0,70.1,615.0,19.81,1,Apollo,5
337,587.07,498.8,77.4,630.0,14.41,1,Apollo,5
338,588.66,505.6,76.2,513.0,12.21,1,Apollo,5
339,589.12,554.8,76.3,508.0,12.38,1,Apollo,5
340,590.71,513.1,66.9,560.0,21.74,1,Apollo,5
341,591.11,490.2,64.2,543.0,24.98,1,Apollo,5
342,592.69,298.7,66.9,668.0,28.22,1,Apollo,5
343,593.07,289.4,64.4,622.0,27.67,1,Apollo,5
344,594.85,479.8,73.1,627.0,17.68,1,Apollo,5
345,595.08,537.2,73.1,576.0,18.13,1,Apollo,5
346,596.67,550.3,65.5,478.0,21.24,1,Apollo,5
347,597.28,461.1,65.5,668.0,26.54,1,Apollo,5
348,598.65,544.1,71.5,519.0,20.19,1,Apollo,5
349,599.09,499.8,70.0,757.0,21.13,1,Apollo,5
350,600.66,414.0,67.4,756.0,20.43,1,Apollo,5
351,601.04,426.1,66.0,669.0,21.86,1,Apollo,5
352,602.67,511.3,67.6,679.0,20.47,1,Apollo,5
353,603.12,526.9,69.4,604.0,18.31,1,Apollo,5
354,604.66,481.8,69.2,666.0,22.59,1,Apollo,5
355,605.1,477.4,63.8,770.0,20.77,1,Apollo,5
356,606.55,401.9,64.1,680.0,26.37,1,Apollo,5
357,607.1,396.7,67.2,617.0,19.59,1,Apollo,5
358,608.56,447.2,60.2,541.0,24.85,1,Apollo,5
359,609.08,438.4,66.2,700.0,30.34,1,Apollo,5
360,610.71,476.8,65.8,642.0,20.32,1,Apollo,5
361,611.1,442.5,56.2,667.0,29.55,1,Apollo,5
362,612.77,462.4,76.5,586.0,14.52,1,Apollo,5
363,613.01,520.3,76.5,590.0,12.5,1,Apollo,5
364,614.61,381.9,68.5,664.0,22.08,1,Apollo,5
365,615.04,391.5,74.0,670.0,11.34,1,Apollo,5
366,616.62,542.5,70.1,455.0,15.25,1,Apollo,5
367,617.12,479.8,75.4,533.0,16.24,1,Apollo,5
368,618.58,515.0,64.9,711.0,21.62,1,Apollo,5
369,619.0,482.0,71.4,694.0,16.56,1,Apollo,5
370,620.53,541.2,68.8,693.0,18.99,1,Apollo,5
371,621.16,470.9,62.3,707.0,26.45,1,Apollo,5
372,622.76,458.0,69.7,668.0,28.9,1,Apollo,5
373,623.21,411.8,63.8,699.0,20.96,1,Apollo,5
374,624.56,145.1,96.0,61.0,-2.24,1,Apollo,5
375,625.1,132.9,80.1,371.0,14.09,1,Apollo,5
376,626.52,312.9,71.0,630.0,21.04,1,Apollo,5
377,627.07,347.9,70.3,488.0,25.23,1,Apollo,5
378,628.53,296.8,71.4,456.0,21.5,1,Apollo,5
379,629.01,269.8,72.7,702.0,21.53,1,Apollo,5
380,630.59,311.2,65.6,645.0,26.7,1,Apollo,5
381,631.05,394.7,71.2,645.0,20.14,1,Apollo,5
382,632.51,406.8,72.2,507.0,25.43,1,Apollo,5
383,633.16,309.0,69.5,641.0,23.24,1,Apollo,5
384,634.61,501.8,72.6,623.0,24.38,1,Apollo,5
385,635.01,479.0,67.4,728.0,29.49,1,Apollo,5
386,636.69,320.8,69.9,587.0,29.0,1,Apollo,5
387,637.07,346.2,67.2,467.0,24.93,1,Apollo,5
388,638.59,301.1,73.0,700.0,22.56,1,Apollo,5
389,639.01,283.7,71.3,506.0,28.05,1,Apollo,5
390,640.64,309.1,67.6,568.0,22.84,1,Apollo,5
391,641.07,381.2,69.0,603.0,25.38,1,Apollo,5
392,642.55,419.7,70.8,517.0,31.08,1,Apollo,5
393,643.08,394.5,72.5,607.0,31.38,1,Apollo,5
394,644.63,447.8,63.7,619.0,28.91,1,Apollo,5
395,646.81,402.6,70.9,709.0,27.64,1,Apollo,5
396,647.0,387.4,70.9,480.0,23.73,1,Apollo,5
397,648.58,475.4,70.6,704.0,31.49,1,Apollo,5
398,649.14,447.9,70.0,613.0,27.45,1,Apollo,5
399,650.63,446.5,62.6,513.0,31.69,1,Apollo,5
400,651.2,421.7,69.4,603.0,28.07,1,Apollo,5
401,652.65,474.5,71.8,825.0,20.24,1,Apollo,5
402,653.12,416.2,68.8,742.0,28.07,1,Apollo,5
403,654.88,468.1,59.1,629.0,30.67,1,Apollo,5
404,655.11,485.7,65.7,724.0,27.36,1,Apollo,5
405,656.64,385.8,63.4,657.0,36.27,1,Apollo,5
406,657.05,375.3,71.7,706.0,27.14,1,Apollo,5
407,658.65,393.5,63.4,742.0,29.78,1,Apollo,5
408,659.08,352.5,63.0,631.0,28.74,1,Apollo,5
409,660.59,268.3,72.1,681.0,24.24,1,Apollo,5
410,661.03,346.3,63.8,665.0,23.81,1,Apollo,5
411,662.54,311.5,63.8,654.0,30.8,1,Apollo,5
412,663.04,282.9,67.0,545.0,24.66,1,Apollo,5
413,664.7,470.8,68.6,717.0,29.42,1,Apollo,5
414,665.0,424.2,68.1,742.0,27.98,1,Apollo,5
415,666.67,419.5,67.1,476.0,30.43,1,Apollo,5
416,667.06,391.6,69.9,665.0,21.4,1,Apollo,5
417,668.5,362.8,63.8,701.0,25.29,1,Apollo,5
418,669.11,367.9,70.0,518.0,33.34,1,Apollo,5
419,670.55,378.4,59.3,608.0,33.7,1,Apollo,5
420,671.2,280.4,66.6,724.0,29.59,1,Apollo,5
421,672.66,271.1,67.8,700.0,30.59,1,Apollo,5
422,673.06,282.8,66.9,593.0,23.67,1,Apollo,5
423,674.61,331.6,65.4,768.0,23.44,1,Apollo,5
424,675.06,423.4,66.5,720.0,19.85,1,Apollo,5
425,676.7,421.7,74.3,614.0,13.87,1,Apollo,5
426,677.16,411.2,64.5,678.0,27.76,1,Apollo,5
427,678.53,442.3,57.1,824.0,33.14,1,Apollo,5
428,679.14,336.4,61.4,578.0,28.79,1,Apollo,5
429,680.89,532.0,61.7,657.0,30.57,1,Apollo,5
430,681.05,489.9,67.3,808.0,28.86,1,Apollo,5
431,682.74,493.9,68.5,757.0,31.43,1,Apollo,5
432,683.15,524.8,60.4,591.0,33.59,1,Apollo,5
433,685.2,413.8,69.0,672.0,28.04,1,Apollo,5
434,686.59,554.9,72.8,560.0,18.58,1,Apollo,5
435,687.14,353.8,69.1,849.0,26.76,1,Apollo,5
436,688.54,342.8,63.0,524.0,32.03,1,Apollo,5
437,689.05,380.3,63.6,718.0,28.12,1,Apollo,5
438,691.01,363.5,59.8,686.0,33.76,1,Apollo,5
439,692.55,329.4,59.5,673.0,33.48,1,Apollo,5
440,693.06,340.9,60.2,610.0,35.61,1,Apollo,5
441,695.09,375.8,62.8,798.0,33.89,1,Apollo,5
442,696.56,418.9,63.8,743.0,32.77,1,Apollo,5
443,697.12,471.9,62.9,705.0,33.69,1,Apollo,5
444,698.68,504.5,56.7,728.0,31.31,1,Apollo,5
445,699.14,544.7,61.1,770.0,29.19,1,Apollo,5
446,700.52,427.6,60.4,791.0,37.36,1,Apollo,5
